"Literaturnummer";"Fundplatznummer";"Seitenzahl";"Katalognummer"
8676;2546;"48";"2 [unter 'Schönbrunn-Haag']"
8676;2632;"50";"3 [unter 'Wolfsbach-Reithof']"
8676;2633;"58";"2"
8676;2634;"66";"1 [unter 'Haunersdorf']"
8676;2635;"73";"3"
8676;2636;"76";"1"
8676;2637;"78";"2"
8676;2638;"83";"7"
8676;2639;"83";"8"
8676;2640;"84";"2"
8676;2641;"92";"1"
8676;2643;"110";"5"
8676;2644;"113";"1"
8676;2645;"134";"4"
8676;2646;"138; 176f.";"2; 1"
8676;2647;"141";"4"
8676;2648;"145";"9"
8676;2649;"181";"1"
8676;2650;"200";"2"
8676;2651;"203";"1"
8676;2652;"209";"4"
8676;2653;"228";"3"
8676;2654;"233";"1"
8676;2655;"238";"1"
8676;2656;"238f.";"2"
8676;2657;"247";"4"
8676;2658;"269";"1"
8676;2659;"276";"6"
8676;2660;"276f.";"7"
8676;2661;"298";"2"
8676;2662;"299";"1"
8676;2663;"302";"1"
8676;2664;"99f. 309f.";"1; 1; 4; 1; 13-14"
8676;2665;"318";"1"
8676;2666;"319f.";"2"
8676;2667;"325f.";"1"
8676;2668;"328";"1"
8676;2895;"81";"4"
8676;2897;"111f.";"1.2"
8676;2937;"200";"1"
8677;2077;;
8680;19;"Liste 11";"69"
8680;59;"Liste 11";"121"
8680;121;"Liste 11";"152"
8680;122;"Liste 11";"48"
8680;123;"Liste 11";"47"
8680;124;"Liste 11";"59 [unter 'Ihringen']"
8680;125;"Liste 11";"109"
8680;126;"Liste 11";"110"
8680;128;"Liste 11";"142"
8680;137;"Liste 11";"18"
8680;138;"Liste 11";"19"
8680;139;"Liste 11";"20"
8680;516;"Liste 11";"58"
8680;517;"Liste 11";"51 [unter 'Harthausen auf der ...']"
8680;518;"Liste 11";"6"
8680;589;"Liste 11";"104"
8680;594;"Liste 11";"67"
8680;595;"Liste 11";"68"
8680;596;"Liste 11";"77"
8680;600;"Liste 11";"147"
8680;605;"Liste 11";"116"
8680;611;"Liste 11";"99"
8680;659;"Liste 11";"145"
8680;676;"Liste 11";"25"
8680;687;"Liste 11";"16"
8680;688;"Liste 11";"38"
8680;689;"Liste 11";"73"
8680;690;"Liste 11";"88 [unter 'Ringertsbühl']"
8680;691;"Liste 11";"103"
8680;692;"Liste 11";"138"
8680;693;"Liste 11";"139"
8680;703;"Liste 11";"157 [unter 'Winterlingen']"
8680;719;"Liste 11";"94 [unter 'Meßkirch']"
8680;737;"Liste 11";"118"
8680;739;"Liste 11";"144"
8680;740;"Liste 11";"11"
8680;741;"Liste 11";"75"
8680;743;"Liste 11";"90"
8680;744;"Liste 11";"129"
8680;1825;;
8680;1890;"Liste 11";"50"
8680;1891;"Liste 11";"134"
8680;1899;"Liste 11";"155"
8680;1901;"Liste 11";"122"
8680;1921;"Liste 11";"95"
8680;1933;"Liste 11";"10"
8680;1980;"Liste 11";"149"
8680;1981;"Liste 11";"148"
8680;1982;"Liste 11";"131"
8680;1983;"Liste 11";"85"
8680;1991;"Liste 11";"128"
8680;1992;"Liste 11";"126f."
8680;2036;"Liste 11";"65"
8680;2037;"Liste 11";"64"
8680;2097;"Liste 11";"133"
8680;2101;"Liste 11";"113"
8680;2121;"Liste 11";"49"
8680;2180;"Liste 11";"100"
8680;2181;"Liste 11";"102"
8680;2182;"Liste 11";"101"
8680;2191;"Liste 11";"120"
8680;2271;"Liste 11";"96"
8680;2309;"Liste 11";"92"
8680;2333;"Liste 11";"17"
8680;2340;"Liste 11";"89"
8680;2369;"Liste 11";"108"
8680;2375;"Liste 11";"22; 23"
8680;2378;"Liste 11";"160 [unter 'Wollmatingen']"
8680;2379;"Liste 11";"26"
8680;2384;"Liste 11";"37"
8680;2394;"Liste 11";"3"
8680;2395;"Liste 11";"66"
8680;2402;"Liste 11";"62"
8680;2411;"Liste 11";"53"
8680;2412;"Liste 11";"54"
8680;2438;"Liste 11";"34"
8680;2439;"Liste 11";"52"
8680;2454;"Liste 11";"41"
8680;2455;"Liste 11";"43"
8680;2456;"Liste 11";"42"
8680;2457;"Liste 11";"161"
8680;2459;"Liste 11";"39"
8680;2460;"Liste 11";"40"
8680;2471;"Liste 11";"80"
8680;2477;"Liste 11";"130"
8680;2508;"Liste 11";"5"
8680;2509;"Liste 11";"72"
8680;2510;"Liste 11";"31"
8680;2511;"Liste 11";"30"
8680;2512;"Liste 11";"82"
8680;2513;"Liste 11";"83"
8680;2516;"Liste 11";"57"
8680;2522;"Liste 11";"158"
8680;2555;"Liste 11";"44"
8680;2625;"Liste 11";"21"
8680;2748;"Liste 11";"137"
8680;2999;"Liste 11";"159"
8680;3001;"Liste 11";"56"
8680;3004;"Liste 11";"24"
8680;3007;"18ff. 480ff.";
8680;3014;"Liste 11";"8"
8680;3017;"Liste 11";"14"
8680;3021;"Liste 11";"117"
8680;3025;"Liste 11";"150"
8680;3026;"Liste 11";"124"
8680;3036;"Liste 11";"15"
8680;3064;"Liste 11";"28"
8680;3065;"Liste 11";"29"
8680;3066;"Liste 11";"35"
8680;3070;"Liste 11";"146"
8680;3071;"Liste 11";"153"
8680;3072;"Liste 11";"7 [unter 'Biengen']"
8680;3073;"Liste 11";"32"
8680;3074;"Liste 11";"55"
8680;3075;"Liste 11";"107 [unter 'Oberbergen']"
8680;3076;"Liste 11";"13"
8680;3077;"Liste 11";"76"
8680;3078;"Liste 11";"111"
8680;3079;"Liste 11";"46"
8680;3080;"Liste 11";"93"
8680;3082;"Liste 11";"154"
8680;3083;"Liste 11";"84"
8680;3106;"Liste 11";"63"
8680;3107;"Liste 11";"98"
8680;3108;"Liste 11";"4"
8680;3109;"Liste 11";"9"
8680;3110;"Liste 11";"151"
8680;3111;"Liste 11";"86"
8681;1816;"61ff.";"28-33"
8681;2328;"70ff.";"39-43"
8681;2994;"33ff. 67ff.";"36-38"
8681;3024;"73f.";"45"
8682;625;;
8684;106;"253ff.";"22"
8684;1562;"272ff.";"24"
8684;1566;"211ff.";"15"
8684;1573;"219f.";"16"
8684;1580;"220ff.";"17"
8684;1584;"179ff.";"5"
8684;1586;"179ff.";"6"
8684;1587;"184ff.";"8"
8684;1589;"182ff.";"7"
8684;1592;"198ff.";"9"
8684;1600;"202ff.";"10"
8684;1612;"205ff.";"12"
8684;1614;"207f.";"13"
8684;1623;"208ff.";"14"
8684;1634;"249ff.";"20"
8684;1638;"252f.";"21"
8684;1645;"268ff.";"23"
8684;1652;"166ff.";"2"
8684;1655;"171ff.";"3"
8684;1656;"175ff.";"4"
8684;1686;"291ff.";"30"
8684;1687;"274ff.";"25"
8684;1692;"284f.";"26"
8684;1711;"335ff.";"18"
8684;1714;"240ff.";"19"
8684;1718;"286ff.";"29"
8684;1729;"284f.";"27"
8684;1741;"285";"28 [unter 'Senden-Aufheim']"
8684;1742;"285f.";"28"
8684;2366;"163ff.";"1"
8684;3051;"204f.";"11"
8694;2369;;
8695;2233;"104ff.";
8695;2294;"83";"11 [unter 'Bachetsfeld-Schwand']"
8695;2299;"100ff.";
8695;2300;"107f.";
8696;526;;
8696;1992;"532f.";"30"
8697;1554;"40";
8697;1555;"20; 38";"60"
8697;1562;"14";
8697;1563;"39";
8697;1690;"25; 41";
8697;1691;"12ff.";"80"
8697;1692;"23";"66; 45"
8697;1693;"23";"70; 45"
8697;1694;"37";
8697;1695;"30; 37";"82"
8697;1697;"23; 36";"65"
8697;1698;"24; 39";
8697;1699;"22f. 38f.";"64"
8697;1704;"34; 43";
8697;1705;"20ff. 42f.";
8697;1706;"10; 20ff. 40";
8697;2441;"24; 40";"72"
8697;2669;"25";"77"
8698;24;"74ff.";"1"
8698;506;"132ff.";"9"
8698;597;"93ff.";"6"
8698;598;"131f.";"7"
8698;599;"92";"4"
8698;641;"89ff.";"2"
8698;3053;"91f.";"3"
8698;3054;"136ff.";"12, 13"
8703;775;"125ff.";
8704;2741;"92ff.";
8704;2742;;
8706;1935;;
8714;2928;;
8715;1813;;
8716;902;"28";
8717;2802;;
8719;11;"124";
8719;140;"105";
8719;768;"102";
8719;769;"118";
8719;770;"120";
8719;771;"124";
8719;773;"124";
8719;805;"119f.";
8719;821;"114";"2 [unter 'Geisberger Forst']"
8719;1281;"114f.";
8719;1296;"126";
8719;1370;"114";"1"
8719;1610;"9";
8719;1625;"114";"[unter 'Ehingen a. Ries']"
8719;1634;"118f.";
8719;1753;"125";"2"
8719;1754;"124f.";
8719;1816;"124";
8719;1843;"126";
8719;2222;"118";
8719;2249;"122";
8719;2341;"114";
8719;2342;"114";
8719;2957;"138";"6"
8719;2958;"79";
8719;2959;"120f.";"1"
8719;2960;"121";"2"
8720;770;"119";
8720;772;"124ff.";
8720;805;"118";
8720;1264;"124";
8720;1294;"114";
8720;1297;"114";
8720;1330;"116";
8720;1445;"20";
8720;1513;"116";
8720;1561;"114";
8720;1580;"126";
8720;2222;"116";
8720;2783;"86f.";
8720;2958;"115";
8720;2961;"124";
8721;774;"136";
8721;777;"139";
8721;780;"143";
8721;781;"139";
8721;1257;"141f.";
8721;1274;"138";
8721;1297;"134";
8721;1513;"137f.";
8721;1561;"134";
8721;1690;"170";
8721;1753;"143";
8721;1754;"184";
8721;1840;"106";
8721;2139;"143f.";
8721;2147;"140";
8721;2222;"139";
8721;2876;"144";
8721;2899;"136";
8721;2962;"136";
8721;2963;"138";
8721;2964;"144";
8722;775;"127";
8722;776;"127";
8722;778;"125";
8722;779;"126";
8722;782;"125f.";
8722;1257;"126f.";
8722;1391;"125";
8722;1513;"87f.";
8722;1626;"159";
8722;1729;"126";
8722;1753;"128";
8722;1754;"128";
8722;2222;"125";
8722;2252;"127";
8722;2772;"124";
8722;2899;"122";
8722;2964;"128";
8722;2965;"127";
8722;2966;"127";
8722;2967;"127";
8722;2968;"128";
8722;2969;"129";
8722;2970;"38";
8723;749;"109";
8723;770;"111";
8723;784;"103";
8723;786;"110";
8723;787;"111";
8723;792;"115";
8723;1257;"113";
8723;1299;"115";
8723;1370;"109";
8723;1639;"112";
8723;1719;"110";
8723;1754;"5";
8723;1820;"110";
8723;2366;"109";
8723;2790;"80";"2"
8723;2965;"113f.";
8723;2967;"114f.";
8723;2971;"109";
8723;2972;"80";"1"
8723;2973;"110";
8723;2974;"110f.";
8723;2975;"111";
8723;2976;"112f.";
8723;2977;"113";
8724;140;"142";"1"
8724;760;"98";
8724;770;"101f.";
8724;782;"101";
8724;785;"103";
8724;788;"98";
8724;789;"97f.";
8724;790;"99";
8724;791;"98";
8724;1257;"103";
8724;1330;"98";
8724;1513;"98";
8724;1753;"103f.";"2"
8724;1754;"103";"1"
8724;1861;"100";
8724;2653;"99";
8724;2964;"104";
8724;2972;"99";
8724;2974;"100";
8724;2978;"97";
8724;2979;"100";
8724;2980;"104";
8725;140;"88";
8725;754;"85";
8725;755;"85";
8725;757;"86";
8725;759;"86";
8725;761;"89";
8725;789;"85";
8725;1488;"88";
8725;1515;"86";"1"
8725;1753;"89";
8725;1754;"89";
8725;2846;"89";
8725;2899;"85";
8725;2972;"87";
8725;2977;"88";
8725;2981;"17";"18"
8725;2982;"88";
8725;2983;"59";
8726;140;"119";
8726;756;"94";
8726;760;"94f.";
8726;1293;"97f.";
8726;1511;"95f.";
8726;1546;"93";
8726;1579;"97";
8726;1753;"97";
8726;2222;"95";
8726;2899;"93";
8726;2942;"94";
8726;2972;"82";
8726;2974;"95";
8726;2984;"93";"[unter 'Aschheim-Dornach']"
8726;2985;"118";"2"
8726;2986;"95";
8726;2987;"96";
8726;2988;"96";
8729;2926;"60-62";
8730;1573;"42f.";
8730;1597;"48f.";
8730;1611;"26f.";"40"
8730;1612;"30";
8730;1634;"46f.";
8730;1652;"43";
8730;1679;"44";
8730;1720;"44";
8731;1596;"37f.";
8731;1611;"38";
8731;1614;"38";
8731;1642;"22";
8732;1564;"15";
8732;1580;"31";
8732;1614;"30f.";
8732;1634;"30";
8733;1573;"32";
8733;1580;"34";
8733;1612;"20; 38";
8733;1642;"32ff.";
8733;1719;"32";
8733;2366;"30ff.";
8734;1574;"39";
8734;2450;"40; 57";
8735;1573;"35";
8735;1609;"38";
8735;1634;"37";
8735;1642;"37";
8736;1642;"30";
8736;1687;"29";
8736;1713;"58f.";
8736;2946;"31";
8737;1584;"27ff. 36";
8737;1587;"37";
8737;1600;"37";
8737;1612;"23; 30; 38; 42";
8737;1642;"38ff.";
8737;1687;"36f.";
8737;1718;"36; 40";
8738;1652;;
8739;1559;"137";" ['unter 'Fronhofen']"
8740;2989;"90";"7477"
8741;2632;"50";"75156"
8741;2989;"48";"75145"
8741;2990;"48";"75146"
8742;1752;"212";"196"
8742;2066;"213";"205"
8742;2992;"211";"192"
8742;2993;"213";"206"
8742;2994;"213";"211"
8743;2957;"272";"114"
8743;2979;"272";"117"
8744;1774;"210";
8744;1792;"212";
8744;1814;"228ff.";
8744;1815;"212ff.";
8744;1816;"216";
8744;1833;"226";
8744;1840;"232";
8744;1842;"208";
8744;1843;"217ff.";
8744;1844;"231";
8744;1861;"223f.";
8744;1863;"224";
8744;1868;"226";
8744;1936;"208";
8744;1946;"216";
8744;1949;"226f.";
8744;1954;"232";
8744;1958;"217";
8744;2995;"208";
8744;2996;"208";
8745;2074;"287";"164"
8745;2147;"286";"158"
8745;2941;"287f.";"169"
8745;2957;"286";"159"
8745;2979;"287";"167"
8745;2991;"287";"163"
8747;1745;;
8748;2997;;"[unter 'Vaterstetten-Purfing']"
8750;569;;
8752;124;"571";
8752;2375;"572";
8752;2457;"568";
8752;2551;"567";
8752;3000;"563f.";
8752;3001;"564";
8752;3002;"564";
8753;89;"17";"1"
8753;90;"17";"2"
8753;103;"27";"3"
8753;508;"15";"1"
8753;509;"22";"4"
8753;510;"24";"1"
8753;519;"27";"2"
8753;522;"21";"2"
8753;524;"21f.";"1"
8753;557;"8";"4"
8753;558;"9";"5"
8753;620;"16";"2"
8753;622;"17";"1"
8753;636;"20";"1"
8753;1917;"21";"1"
8753;2551;"27";"1"
8753;2671;"15";"1"
8753;3002;"26";"3"
8754;128;"62";
8754;688;"63f.";
8754;2384;"64";
8754;2687;"67";"1"
8754;3004;"66";
8754;3005;"68f.";
8754;3006;"71";
8754;3007;"58";
8755;84;;
8756;525;"55f.";
8756;580;"66";
8756;592;"63";
8756;2368;"65f.";"2.3"
8756;2504;"56 mit Abb. 33";
8756;2905;"54f.";
8756;2906;"64";
8756;2908;"64";
8756;2914;"66";
8756;3008;"54";
8756;3009;"66";
8756;3010;"67";
8758;567;;
8761;2460;"73f.";
8761;3011;"68f.";
8762;1893;;
8763;645;;
8764;714;;
8765;2133;;
8766;612;;
8767;1893;;
8768;597;;
8769;625;;
8770;2098;;
8771;707;;
8772;597;;
8773;597;;
8774;707;;
8775;1881;;
8776;562;;
8777;634;;
8778;2001;;
8779;2919;;
8780;634;;
8781;563;;
8782;2470;;
8783;635;;
8783;2470;;
8784;563;;
8785;1893;;
8786;630;;
8787;563;;
8788;2555;;
8789;1825;;
8790;2687;;
8791;628;;
8792;569;;
8793;634;;
8794;3014;;
8795;634;;
8796;3015;;
8797;597;;
8798;597;;
8799;634;;
8800;513;;
8801;3016;;
8802;628;;
8803;2369;;
8804;633;"57f.";
8805;3017;;
8806;633;;
8807;2391;;
8808;3005;"101 Abb. 54";"17"
8808;3009;;
8809;707;;
8811;753;;
8812;3016;;
8813;17;;
8814;3004;;
8815;628;;
8816;2911;;
8817;753;;
8818;664;;
8819;17;;
8820;628;;
8821;753;;
8822;634;;
8823;2439;;
8824;688;;
8825;17;;
8826;753;;
8827;628;;
8828;2460;;
8829;1825;;
8830;753;;
8831;3018;;
8832;707;;
8833;706;;
8834;24;;
8835;3003;;
8836;3019;"56f.";
8837;707;;
8838;3020;;
8839;3021;;
8840;3016;;
8841;753;;
8842;628;;
8843;597;;
8844;17;;
8845;628;;
8846;3022;;
8847;2810;;
8848;2299;;
8849;1552;;
8849;1553;;
8851;2899;;
8853;1792;;
8854;1949;;
8855;1752;;
8856;1614;;
8856;1634;;
8857;2899;;
8858;2066;;
8859;1480;;
8860;2343;;
8861;1949;;
8863;1580;;
8864;1274;;
8864;1275;"61";
8866;2366;;
8867;1843;;
8868;2937;;
8869;140;;
8870;2899;;
8877;11;;
8878;1745;;
8879;804;;
8880;2991;;
8881;2899;;
8883;11;;
8884;2341;;
8885;11;;
8885;2341;;
8887;2982;;
8888;2965;;
8889;2967;;
8889;2971;;
8890;2366;;
8891;2974;;
8892;1258;;
8893;1511;;
8894;2899;;
8895;2899;;
8896;1293;;
8897;1515;;
8901;825;"39";
8901;923;"39";
8902;794;"105";
8902;919;"106";"[unter 'Zultenberg']"
8902;1706;"110";
8902;2257;"102";
8902;2441;"109";
8902;2790;"96";
8902;2928;"94";"[unter 'Ilbling']"
8903;948;"104f.";
8903;950;"104f.";
8903;1549;"116";
8903;1592;"115f.";
8903;2258;"99";
8903;2790;"88f.";
8904;1505;"99";
8904;2541;"99";
8904;2803;"88";
8904;2847;"88";"[unter 'Brandstätt']"
8905;945;"60";
8905;950;"60";
8905;1386;"61";
8905;2297;"57";"[unter 'Achtel']"
8905;2633;"58";"[unter 'Aicha a. d. Donau']"
8906;775;"53f.";
8907;904;"76f.";
8907;1551;"77f.";
8908;748;"228";
8908;1383;"228";
8908;1481;"228";
8909;141;"274";
8909;748;"272";
8909;1277;"274";
8909;2526;"272f.";
8911;1992;;
8918;3046;;
8919;2937;;
8920;2635;;
8921;2943;;
8922;2897;;
8923;2899;;
8924;2222;;
8925;2979;;
8926;2899;"30f. Abb. 33-35; 58f.";"25"
8926;3047;"28 Abb. 30-32; 62";"44"
8926;3048;"32 Abb. 36f.; 54";"2"
8927;2964;"17ff.";
8927;2967;"23ff.";
8927;2971;;
8928;1820;;
8959;2060;;
8960;1756;"180ff.";
8960;1780;"188ff.";
8961;3052;;
8962;3004;;
8970;24;;
8994;11;"363f.";"BAY 116/04ff."
8994;17;"372";"BW 03/04f."
8994;106;"367";"BAY 152"
8994;542;"376";"BW 47"
8994;563;"375";"BW 39"
8994;630;"378";"BW 65"
8994;743;"376";"BW 45"
8994;747;"354";"BAY 028"
8994;757;"357";"BAY 055"
8994;1274;"356";"BAY 042"
8994;1275;"355f.";"BAY 042"
8994;1293;"360";"BAY 084"
8994;1294;"351";"BAY 011/01"
8994;1480;"358";"BAY 069"
8994;1494;"351";"BAY 005 [unter 'Albertshofen']"
8994;1545;"350";"BAY 003"
8994;1573;"358";"BAY 068"
8994;1587;"354";"BAY 025"
8994;1592;"354";"BAY 030"
8994;1600;"357";"BAY 047"
8994;1645;"367";"BAY 152/03"
8994;1680;"359f.";"BAY 081"
8994;1687;"353";"BAY 018"
8994;1705;"359";"BAY 076"
8994;1711;"351";"BAY 010/06"
8994;1714;"351";"BAY 010"
8994;1745;"367";"BAY 148"
8994;1751;"363";"BAY 116"
8994;1752;"353";"BAY 021"
8994;1840;"357";"BAY 054"
8994;1853;"354";"BAY 032"
8994;2022;"361";"BAY 096"
8994;2264;"363";"BAY 116/03"
8994;2299;"355";"BAY 041"
8994;2366;"350";"BAY 004"
8994;2381;"377";"BW 51"
8994;2732;"361";"BAY 100"
8994;2774;"359";"BAY 079"
8994;2897;"362";"BAY 104"
8994;2899;"352";"BAY 016"
8994;3117;"358";"BAY 071"
9020;2899;;
9026;2937;"71ff.";
9036;634;;
9036;2554;"721f.";
9038;2899;"66ff.";
9046;1750;"69ff.";
9046;2546;"188f.";"[unter 'Schönbrunn']"
9046;2632;"192";"[unter 'Wolfsbach']"
9046;2633;"140f.";"[unter 'Aicha a. d. Donau']"
9046;2634;"166f.";
9046;2635;"147f.";
9046;2636;"151f.";
9046;2637;"154";
9046;2640;"159ff.";
9046;2641;"162f.";
9046;2643;"163";
9046;2645;"85";
9046;2646;"85f.";"[unter 'Hienheim']"
9046;2648;"63ff.";
9046;2649;"91f.";"[unter 'Weltenburg']"
9046;2651;"186f.";
9046;2652;"187f.";"[unter 'Hüttenkofen']"
9046;2653;"189f.";
9046;2654;"191";
9046;2657;"175";"[unter 'Kühnham']"
9046;2659;"171";"[unter 'Emmersdorf']"
9046;2660;"169f.";"[unter 'Emmersdorf']"
9046;2662;"171ff.";"[unter 'Untertattenbach']"
9046;2665;"126f.";
9046;2668;"133f.";"[unter 'Sallach']"
9046;2886;"85";"[unter 'Dünzling']"
9046;2887;"81ff.";
9046;2888;"119";
9046;2892;"176";
9046;2896;"163";
9046;2897;"163f.";
9046;2899;"180ff.";
9046;2903;"191";
9046;2925;"161";
9046;2929;"175f.";
9046;3118;"90";
9046;3119;"134f.";
9046;3120;"99f.";
9046;3121;"119";
9046;3122;"123";
9046;3123;"131";
9046;3124;"143";
9061;542;"184ff.";
9061;699;"190";
9061;2188;"188f.";
9062;1843;;
9066;659;;
9067;1274;"61ff. 18ff. [Fundkatalog]";
9068;2972;;
9069;2789;"41ff.";
9069;2790;"43f.";
9070;2789;;
9071;2974;;
9078;11;;
9079;1642;;
9082;1636;;
9083;1639;;
9086;1626;;
9087;1642;"14ff.";
9088;1642;;
9089;1642;;
9090;1710;;
9091;1632;;
9092;1642;;
9093;1625;;
9096;718;;
9098;2299;;
9099;1272;"4";
9099;3055;"4";"Salz"
9100;1273;;
9101;1257;;
9102;1257;;
9103;1293;;
9104;1258;;
9105;1258;;
9106;3056;;
9114;2635;;
9115;1257;"99ff.";
9115;1258;"75ff.";
9115;1261;"84ff.";
9115;1263;"87";
9115;1264;"96ff.";
9115;1265;"80ff.";
9115;1268;"88f.";
9115;1270;"90ff.";
9115;1273;"83";
9115;1277;"78f.";
9120;1629;"138f.";
9120;1642;"138";
9120;1680;"137f.";
9120;1714;"135ff.";
9120;2732;"134f.";
9121;3057;;
9122;1753;"332";"172"
9122;2993;"332";"168"
9122;3058;"332";"167"
9123;1843;;
9124;2993;;
9125;1843;;
9126;1265;;
9127;1818;;
9129;2657;"77f.";"43"
9129;2662;"127ff.";"118"
9130;2762;"134ff.";"101"
9130;3059;"91";"43"
9130;3060;"139f.";"109"
9130;3061;"140f.";"110"
9131;106;;"13; 153; 148"
9131;1560;"74ff.";"7"
9131;1561;"87f.";"14"
9131;1628;"102";"37"
9131;1629;"103; 170ff.";"38; 140"
9131;1632;"111; 129";"52; 83"
9131;1633;"111ff.";"53"
9131;1635;"117";"62"
9131;1639;"126ff.";"82"
9131;1640;"125f.";"81"
9131;1641;"142f.; 149";"109; 110; 118"
9131;1645;"178; 189";"154; 169"
9132;2951;;
9133;121;"128ff. (Kat.)";"135/1"
9133;128;"123 (Kat.)";"98/2"
9133;611;"67ff. (Kat.)";"86/6"
9133;687;"8 (Kat.)";"22/1"
9133;689;"57f. (Kat.)";"56/2"
9133;690;"62f.";"57/3 [s. a. 57/5]"
9133;692;"118f. (Kat.)";"119/38"
9133;693;"117f. (Kat.)";"119/32"
9133;737;"85 (Kat.)";"11/11"
9133;740;"5 (Kat.)";"55/9"
9133;742;"59 (Kat.)";"56/3"
9133;743;"64 (Kat.)";"123/3"
9133;744;"106 (Kat.)";"53/13"
9133;1899;"133 (Kat.)";"49/1"
9133;1900;"100ff. (Kat.)";"64/14"
9133;1901;"102f. (Kat.)";"64/15"
9133;1921;"65 (Kat.)";"118/2"
9133;2411;"32f. (Kat.)";"121/2"
9133;2412;"30ff. (Kat.)";"121/1"
9133;2471;"61f. (Kat.)";"148/5"
9133;2472;"25ff. (Kat.)";"126/9"
9133;2555;"29 (Kat.)";"97/2"
9133;2748;"110f. (Kat.)";"51/10"
9133;2749;"117 (Kat.)";"119/31"
9133;3007;"19f. (Kat.)";"152/4"
9133;3026;"99f. (Kat.)";"64/13"
9133;3062;"29 (Kat.)";"97/1"
9133;3063;"1 (Kat.)";"95/2"
9133;3064;"16 (Kat.)";"120/2"
9133;3065;"17 (Kat.)";"120/3"
9133;3066;"21 (Kat.)";"8/2"
9133;3067;"53f. (Kat.)";"125/2+3"
9133;3068;"59 (Kat.)";"56/5"
9133;3069;"22; 69 (Kat.)";"129/3; 128/4"
9133;3070;"117 (Kat.)";"119/31"
9133;3071;"132 (Kat.)";"135/2"
9137;1721;;
9139;3080;"27f.";
9140;3083;;
9141;2182;;
9142;19;"27f.";
9142;2101;"30ff.";
9145;3004;;
9146;3007;;
9169;753;;
9170;1843;;
9172;2991;;
9181;531;;
9193;3084;"566ff.";
9195;1713;;
9197;3020;;
9198;3085;"518; 520";
9199;2098;"52ff.";
9200;3086;"204ff.";
9201;1832;;
9206;707;;
9209;634;"99ff.";
9209;753;;
9209;2470;"99f.";
9230;140;"114; 151";
9230;805;"114";
9230;915;"114";
9230;1258;"74; 112";
9230;1713;"112";
9230;1752;"112";
9230;2957;"112";
9230;2979;"114";
9230;2987;"114";
9230;3047;"115; 126";
9230;3048;"98; 116";
9230;3056;"115";
9230;3090;"112f.";
9230;3091;"114";
9230;3092;"114";
9231;3090;"37";
9232;3048;;
9233;3087;;
9234;3087;;
9252;1513;;
9259;125;;
9260;1284;;
9261;3097;;
9262;1481;"22f.";
9265;24;;
9266;24;;
9267;24;;
9268;116;;
9268;709;"233";
9269;3017;;
9270;128;"6ff.";
9270;2037;"6";
9271;706;;
9273;3003;;
9274;13;"38";
9274;564;"41ff.";
9274;610;"34ff.";
9287;2133;;
9288;614;;
9289;648;"153ff.";
9289;1909;"155";
9290;1980;"217";
9290;2190;"212f. 271ff.";
9291;1919;"163f.";
9291;1980;"157";
9291;1982;"156";
9291;2121;"160ff.";
9291;2472;"143ff. 160";
9292;66;"80";
9292;541;"82f.";
9292;587;"78f.";
9292;615;"33ff.";
9292;653;"68ff.";
9292;661;"73";
9292;693;"83f.";
9292;740;"67f.";
9292;2554;"71ff.";
9293;59;;
9294;615;"39ff.";
9295;1891;"234ff.";
9295;2380;"286ff.";
9295;2511;"249f.";
9296;2089;"255";"2"
9296;2510;"243ff.";
9297;2097;"117";
9297;3098;"116f.";
9298;596;"378ff.";"9"
9298;600;;
9298;601;"365";"3"
9298;602;"350ff.";"1"
9298;2307;"372f.";"8"
9298;3077;"367ff.";"5"
9298;3099;"367";"4"
9298;3100;"369";"6"
9298;3101;"386";"10"
9300;1494;;
9301;698;;
9302;536;"29";
9302;737;"34";
9302;1914;"38";
9303;16;"48f.";
9303;502;"47ff.";
9303;536;"45f.";
9303;550;"46f.";
9303;570;"53";
9303;606;"55ff.";
9304;2309;"305f.";"2"
9304;2454;"300";"2"
9304;2456;"300ff.";"3"
9304;2477;"298ff.";
9306;517;"144";
9306;519;"50";
9306;678;"154";
9307;650;"39ff.";
9307;733;"42";
9308;1933;"7";
9309;1554;"147";
9309;1694;"154f.";
9309;1726;"105";
9309;1727;"121";
9309;1728;"128 Abb. 98. 99";
9309;1730;"37ff. 49; 122ff.";
9309;1731;"38ff. Abb. 25; 131 Abb. 100";
9309;1733;"106";
9309;1736;"112f. Abb. 84; 86";
9309;1737;"114ff. Abb. 22, 23, 26-28, 88-93";
9309;1740;"35ff. 109ff.";
9309;1741;"93; 105";
9309;1742;"38; 40; 93 mit Abb. 24,1-5; 26,6; 71";
9309;1744;"107 Abb. 79";
9309;1746;"39; 41; 104";
9309;1747;"148 Abb. 109";
9310;547;;
9311;547;"25ff.";
9311;1548;"21ff.";
9311;1607;"24f.";
9312;1599;"14ff.";
9312;1606;"17ff.";"[unter 'Hohenalthmeim']"
9314;2804;"56f.";
9315;2804;"49f.";
9317;639;;
9318;550;"1ff.";
9319;2255;"15f.";
9320;2899;"222 Abb. 4";
9321;2965;;
9322;590;"16f.";
9323;1737;;
9325;3020;;
9326;2942;;
9327;2635;;
9328;16;;
9328;694;;
9329;694;"70ff.";
9332;1843;;
9333;707;;
9335;616;;"44f."
9336;608;"47";
9343;627;"18ff.";
9372;2391;;
9373;2391;;
9374;753;;
9375;753;;
9384;2974;;
