"Fundplatz";"Ausgrabungqualität";"Ausgrabungsjahr";"Ausgräber"
2662;3;1887;487
2662;3;1887;488
2662;3;1888;167
2662;3;1888;487
2662;3;1888;488
2662;5;1934;1
2664;3;1886;478
2665;2;1956;490
2665;3;1861;1
2665;3;1916;166
2666;4;1860;1
2666;4;1907;1
2669;3;1891;1
2670;3;1927;574
2671;3;1960;1
2672;3;1892;458
2673;3;1892;223
2676;3;1893;223
2677;3;1949;593
2678;3;1894;37
2680;4;1869;1
2683;3;1883;40
2684;3;1904;595
2684;3;1906;596
2685;3;1833;1
2686;2;1968;2
2686;4;1932;1
2687;2;1983;2
2687;3;1838;598
2688;3;1841;598
2688;3;1841;664
2689;3;1879;601
2691;3;1895;604
2691;3;1896;604
2692;3;1894;604
2694;3;1910;358
2694;3;1911;1
2694;3;1930;1
2695;4;1950;1
2696;4;1934;1
2698;3;1893;37
2699;3;1907;36
2701;3;1894;162
2702;3;1905;36
2703;3;1904;36
2704;3;1907;36
2705;3;1900;36
2707;3;1906;1
2709;3;1884;40
2714;3;1920;1
2715;3;1827;1
2715;3;1837;598
2715;3;1838;598
2715;3;1934;112
2715;4;1939;1
2716;3;1838;598
2716;3;1863;613
2717;3;1838;598
2717;3;1860;662
2720;4;1851;1
2721;3;1837;598
2721;3;1865;156
2722;3;1880;43
2722;3;1880;614
2723;3;1902;1
2725;3;1903;1
2729;3;1832;1
2730;3;1835;1
2730;3;1890;1
2731;3;1834;1
2731;3;1879;1
2731;3;1885;1
2731;3;1888;1
2732;2;1938;2
2732;3;1834;1
2732;3;1841;1
2732;3;1898;1
2733;3;1844;1
2734;3;1844;1
2734;3;1879;1
2735;3;1820;1
2735;3;1823;1
2735;3;1838;1
2735;3;1839;1
2735;3;1840;1
2735;3;1841;1
2736;3;1835;1
2736;3;1836;1
2736;3;1867;1
2737;2;1961;440
2737;3;1833;1
2737;3;1867;1
2738;3;1883;1
2739;3;1830;1
2739;4;1985;1
2740;2;1957;2
2740;4;1928;1
2740;4;1955;1
2741;3;1907;621
2741;3;1908;621
2742;2;1958;2
2742;2;1959;2
2742;3;1862;695
2742;3;1904;621
2742;3;1905;621
2742;3;1906;621
2742;3;1906;622
2742;4;1980;1
2744;3;1929;580
2744;5;1961;1
2748;3;1963;625
2749;3;1936;74
2750;4;1938;1
2752;3;1895;37
2753;3;1883;1
2756;4;1941;1
2757;2;1920;2
2757;2;1921;2
2757;3;1886;81
2757;3;1891;628
2757;3;1903;629
2757;3;1920;630
2759;2;1937;2
2759;3;1791;1
2760;4;1950;1
2761;3;1854;1
2762;3;1912;166
2764;3;1909;632
2765;3;1803;710
2765;3;1911;632
2765;3;1911;633
2766;3;1908;1
2767;3;1878;634
2767;3;1907;632
2768;3;1913;632
2769;3;1925;635
2770;3;1907;636
2770;3;1911;2
2771;3;1789;1
2771;3;1873;1
2772;4;1953;1
2772;4;1978;1
2773;3;1870;637
2774;2;1928;2
2775;4;1904;1
2776;3;1892;167
2777;3;1874;637
2780;3;1875;637
2780;3;1892;167
2780;3;1895;167
2781;3;1895;167
2782;3;1835;1
2783;3;1910;1
2783;5;1992;1
2784;2;1933;2
2784;3;1910;1
2788;3;1909;17
2788;3;1909;639
2789;2;1959;2
2789;4;1950;1
2789;4;1963;1
2790;2;1995;2
2790;4;1934;1
2790;4;1965;1
2792;3;1875;1
2794;2;1985;2
2795;3;1894;1
2796;2;1970;2
2796;3;1903;167
2796;3;1903;640
2799;5;1985;1
2800;3;1909;81
2801;2;1939;2
2802;2;1936;2
2802;2;1937;2
2803;2;1934;641
2803;5;1928;1
2804;3;1907;81
2804;5;1980;1
2804;5;1988;1
2805;3;1908;81
2806;3;1812;270
2807;3;1833;1
2807;3;1834;1
2807;3;1839;1
2807;3;1870;1
2808;3;1890;642
2809;2;1928;641
2810;2;1960;666
2810;2;1961;2
2810;3;1882;167
2810;3;1883;167
2810;3;1928;20
2812;3;1857;1
2812;3;1866;1
2812;3;1893;1
2813;2;1951;641
2813;3;1903;643
2813;5;1950;1
2814;3;1935;644
2814;4;1959;1
2815;3;1830;645
2817;3;1923;646
2819;3;1874;1
2819;3;1881;1
2820;3;1845;1
2820;3;1881;1
2820;3;1883;1
2821;3;1903;643
2822;3;1897;167
2822;3;1898;167
2823;3;1916;2
2824;3;1921;2
2824;4;1963;1
2824;4;1964;1
2824;4;1965;1
2824;4;1966;1
2824;4;1967;1
2825;3;1831;647
2825;3;1921;2
2827;2;1933;2
2828;3;1885;167
2828;3;1891;167
2829;3;1886;648
2830;3;1899;167
2831;3;1898;167
2832;3;1897;167
2833;3;1896;167
2833;3;1897;167
2834;3;1897;1
2835;3;1868;1
2836;3;1897;167
2837;3;1896;167
2838;3;1896;167
2839;3;1883;167
2840;3;1883;167
2841;3;1890;1
2841;3;1891;1
2841;3;1892;649
2842;3;1902;650
2842;3;1903;650
2842;3;1904;650
2842;3;1905;650
2842;3;1906;650
2842;4;1850;1
2843;3;1906;650
2844;3;1907;650
2844;3;1908;650
2845;2;1934;2
2846;5;1997;1
2847;2;1933;2
2847;2;1934;2
2847;3;1865;1
2847;3;1907;1
2849;3;1887;167
2850;2;1951;2
2850;2;1986;2
2850;3;1885;167
2850;3;1886;167
2850;3;1888;167
2851;3;1838;651
2851;3;1883;167
2851;3;1889;167
2852;3;1884;167
2852;3;1885;167
2853;3;1887;167
2853;3;1888;167
2854;3;1888;167
2854;3;1889;167
2855;3;1889;167
2856;3;1889;167
2857;3;1883;167
2857;3;1887;167
2857;3;1893;167
2858;3;1883;167
2859;3;1883;167
2859;3;1886;167
2859;3;1891;167
2860;3;1883;167
2861;3;1886;167
2862;3;1887;167
2864;5;1887;167
2865;3;1887;167
2866;3;1887;167
2867;3;1885;167
2868;3;1885;167
2869;3;1885;167
2870;3;1885;167
2871;3;1884;167
2871;3;1887;167
2871;3;1890;167
2872;3;1884;167
2872;3;1887;167
2872;3;1890;167
2873;3;1884;167
2874;3;1884;167
2875;3;1894;167
2876;4;1993;1
2877;3;1894;167
2878;3;1894;167
2879;3;1908;81
2880;3;1894;167
2880;3;1908;81
2881;3;1907;81
2881;3;1908;81
2882;3;1907;81
2882;3;1908;81
2883;3;1907;81
2883;3;1908;81
2884;2;1957;2
2887;2;1953;2
2887;4;1938;1
2888;4;1901;1
2889;4;1960;1
2889;4;1966;1
2892;4;1961;1
2894;2;1987;2
2895;2;1987;2
2895;2;1988;2
2897;2;1990;2
2897;4;1965;1
2897;4;1979;1
2897;4;1985;1
2897;4;1987;1
2897;4;1988;1
2899;2;1980;2
2899;2;1984;2
2899;2;1988;2
2899;2;1990;2
2899;2;1993;2
2899;2;1994;2
2899;2;1998;2
2899;2;2000;2
2899;2;2001;2
2899;4;1997;1
2903;5;1978;1
2904;4;1934;1
2905;4;1985;1
2906;2;1960;232
2907;2;1926;653
2907;3;1885;1
2907;3;1899;614
2908;4;1936;1
2908;4;1980;1
2909;3;1909;1
2910;4;1985;1
2911;2;1984;2
2911;2;1985;2
2912;3;1885;659
2912;3;1886;659
2913;4;1971;1
2914;2;1969;232
2915;5;1955;1
2916;3;1926;1
2917;3;1936;112
2918;2;1984;2
2919;2;1976;2
2920;2;1969;2
2921;2;1956;440
2921;4;1954;1
2924;2;1957;2
2925;4;1957;1
2926;4;1958;1
2926;4;1963;1
2927;4;1955;1
2927;4;1957;1
2928;2;1961;2
2928;4;1937;1
2928;4;1958;1
2928;4;1959;1
2928;4;1960;1
2928;4;1961;1
2928;4;1962;1
2929;4;1955;1
2929;4;1958;1
2929;4;1959;1
2930;2;1958;440
2931;4;1940;1
2932;4;1963;1
2933;2;1964;2
2934;5;1967;1
2935;4;1967;1
2936;2;1965;2
2937;2;1984;2
2937;2;1985;2
2937;2;1988;2
2937;4;1858;1
2938;2;1984;2
2939;2;1989;2
2939;4;1985;1
2940;2;1988;2
2940;4;1985;1
2941;2;1986;2
2942;2;1986;2
2942;2;1987;2
2942;4;1998;1
2943;2;1986;2
2943;2;1988;2
2944;4;1986;1
2945;2;1986;2
2946;4;1975;1
2946;4;1987;1
2947;4;1987;1
2948;2;1989;2
2951;4;1989;1
2952;4;1990;1
2953;4;1990;1
2954;4;1990;1
2955;4;1990;1
2956;4;1990;1
2957;2;1999;2
2957;4;1983;1
2957;4;1985;1
2957;4;1991;1
2958;2;1991;2
2958;2;1994;2
2959;4;1980;1
2960;4;1980;1
2961;2;1992;2
2961;3;1990;2
2961;3;1991;2
2962;4;1993;1
2963;2;1993;2
2964;2;1994;2
2964;2;1997;2
2964;4;1993;1
2964;4;1996;1
2965;2;1995;2
2965;2;1996;2
2965;2;1997;2
2965;2;1998;2
2965;2;1999;2
2966;4;1994;1
2967;2;1994;2
2967;2;1995;2
2968;4;1994;1
2969;2;1994;2
2970;4;1994;1
2971;2;1995;2
2971;3;1871;111
2972;2;1995;2
2972;2;1996;2
2972;2;1997;2
2972;2;1998;2
2973;4;1992;1
2974;2;1995;2
2974;2;1996;2
2974;2;1998;2
2975;2;1995;2
2976;2;1995;2
2977;4;1995;1
2977;4;1997;1
2978;2;1996;2
2979;4;1983;1
2979;4;1984;1
2979;4;1995;1
2979;4;1999;1
2980;2;1996;2
2981;4;1990;1
2982;2;2000;2
2982;5;1997;1
2983;2;1997;2
2984;2;1998;2
2985;2;1998;2
2986;4;1998;1
2987;4;1998;1
2987;4;1999;1
2988;2;1998;2
2989;4;1974;1
2989;4;1975;1
2990;4;1975;1
2991;4;1983;1
2992;2;1980;2
2993;2;1981;2
2993;2;1982;2
2994;2;1981;2
2994;4;1979;1
2994;4;1983;1
2995;4;1974;1
2996;4;1977;1
2997;2;1990;2
2997;4;1989;1
2998;4;1980;1
2999;4;1973;1
3000;3;1847;668
3001;4;1978;1
3002;2;1987;2
3003;2;1993;2
3003;2;1999;2
3003;3;1835;463
3003;4;1859;1
3004;2;1985;2
3005;4;1988;1
3006;4;1990;1
3007;2;1965;2
3007;2;1967;2
3008;4;1979;1
3009;2;1993;2
3010;4;1987;1
3010;4;1988;1
3011;4;1995;1
3012;4;1956;1
3013;4;1970;1
3014;2;1982;2
3015;2;1982;2
3016;2;1989;2
3016;2;1990;2
3016;2;1995;2
3017;2;1996;2
3017;2;1997;2
3018;4;1979;1
3019;1;1999;2
3019;1;2001;2
3020;2;1998;2
3021;2;1998;2
3022;2;1988;2
3022;2;1989;2
3024;2;1984;673
3024;2;1985;673
3024;2;1986;673
3024;4;1983;1
3024;4;1987;1
3025;4;1954;1
3026;3;1820;676
3026;3;1913;59
3027;3;1923;677
3028;3;1950;678
3031;3;1894;33
3031;4;1952;1
3034;3;1853;71
3037;2;1966;10
3037;2;1966;681
3038;2;1966;682
3039;4;1969;1
3040;4;1969;1
3041;4;1972;1
3043;4;1973;1
3045;3;1902;36
3047;2;1999;2
3047;2;2000;2
3048;2;1998;2
3048;2;1999;2
3048;2;2000;2
3048;2;2001;2
3049;3;1875;1
3049;3;1905;693
3050;2;1962;2
3050;3;1907;693
3050;3;1909;693
3051;2;1987;2
3051;5;1987;1
3052;2;2001;2
3052;2;2002;2
3053;4;2000;1
3054;2;2000;2
3055;2;2000;429
3056;2;1999;429
3057;4;1949;1
3057;4;1966;1
3058;4;1983;1
3059;4;1907;1
3060;3;1897;631
3061;3;1902;631
3061;3;1907;81
3061;4;1967;1
3061;5;1955;1
3062;4;1919;1
3063;3;1913;1
3064;3;1893;408
3065;3;1873;465
3066;3;1857;1
3067;4;1969;1
3069;3;1845;1
3070;4;1938;1
3071;4;1935;1
3072;4;1944;1
3075;4;1930;1
3077;3;1851;1
3077;3;1872;1
3078;3;1891;1
3079;4;1897;1
3080;2;1954;2
3080;2;1955;2
3081;4;1944;1
3082;4;1964;1
3083;3;1925;701
3084;2;1996;2
3085;2;1980;2
3085;3;1944;1
3086;2;1990;2
3087;2;2000;2
3088;2;2000;2
3088;2;2001;2
3090;4;1990;1
3090;4;1999;1
3091;2;1999;2
3092;4;1974;1
3092;4;1975;1
3092;4;1999;1
3093;2;2001;2
3094;2;2001;2
3095;2;2001;2
3097;2;2001;2
3097;2;2002;2
3098;2;2000;2
3099;3;1851;233
3100;2;1949;2
3101;3;1833;705
3104;3;1869;709
3106;4;1908;1
3107;4;1887;1
3108;3;1873;465
3109;3;1913;1
3109;3;1914;1
3112;5;1978;1
3113;2;1981;2
3113;4;1980;1
3114;2;1994;2
3115;4;1933;1
3117;4;1971;1
3118;4;1955;1
3121;4;1980;1
3122;4;1981;1
3123;4;1976;1
3123;4;1977;1
3124;2;1978;2
