"Literaturnummer";"Grabkomplexnummer";"Seitenzahl";"Katalognummer";"Abbildung"
504;2965;"109f.";"Hügel 1";
508;3024;;;
660;2474;"184";"Hügel 1";
660;2702;"170f.";"Hügel 14";
660;2703;"171";"Hügel 15";
660;2791;"169";"Hügel 10";
660;2794;"175f.";"Hüge 7";"Abb. 30a"
660;2795;"176";"Hügel 8";
660;2796;"185";"Hügel 1";
660;2797;"233";"Hügel 8";
660;2798;"233f.";"Hügel 15";
660;3012;"213";"Hügel 1";
763;1918;"234";"2, Hügel 1";
763;1919;"234";"2, Hügel 2";
763;1920;"234f.";"2, Hügel 3";
763;1921;"235";"4";"Taf. 180,1"
763;1922;"235f.";"5";
763;1926;"239";"19 Hügel 2";
763;1927;"241";"26 Hügel 1";
763;1928;"241";"26 Hügel 2";
763;1929;"253";"52 A";
763;1930;"254f.";"52 G, Grab 1";
763;1931;"255";"52 G, Grab 2";
763;1939;"260f.";"62";
763;1940;"265";"75 A";
763;1941;"268";"81";
763;1972;"278";"95, Hügel 1";
763;1979;"289";"121";
763;1980;"294f.";"125, Hügel 1";
763;1981;"295";"125, Hügel 2";
763;1982;"295";"125, Hügel 3";
763;1983;"296";"126, Hügel 3";
763;1984;"297";"129a, Hügel 1";
763;1985;"297ff.";"129a, Hüge 3";
763;1986;"318";"171, Hügel 2";
763;1987;"318";"171, Hügel 3";
763;2002;"321";"175";
763;2007;"338";"216 B";
763;2008;"325";"232 B";
763;2009;"352f.";"259, Hügel 1";
763;2010;"353";"259, Hügel 2";
763;2015;"362";"269 B, Hügel 2";
763;2016;"362";"269 B, Hügel 3";
763;2017;"364";"277";
763;2018;"366";"280 B, Hügel 1 (A)";
763;2019;"366";"280 B, Hügel 2 (B)";
763;2020;"367f.";"280 H";
763;2021;"379";"293 A, Hügel 2";
763;2024;"389";"303 B";
763;2026;"392";"310";
763;2165;"276f.";"90 B";"Taf. 181,12"
763;2640;"243ff.";"44 B";"Abb. 7"
763;2641;"247ff.";"44 C";"Abb. 10"
763;2699;"370ff.";"285";"Taf. 175"
763;2700;"334ff.";"B Hügel 1";"Taf. 174"
763;2701;"336";"Grube 1";"Taf. 174"
763;2768;"348";"244";
763;3006;"358";"Grab 5 (13)";
763;3007;"158f.";"Grab 6 (12)";
778;2146;"132";"124";
778;3190;"118f.";"Hügel von 1957";
778;3191;"128";"106";
783;1309;"51f.";"Hügel 4";"Abb. 10"
783;1321;"52ff.";"Hügel 5";"Abb. 13"
783;1328;"60ff.";"Hügel 6";"Abb. 22"
783;1336;"63ff.";"Hügel 7";"Abb. 26"
783;2814;"44ff.";"Hügel 2";"Abb. 2"
783;2815;"47ff.";"Hügel 3";"Abb. 7"
930;1813;"101";"10";
930;1814;"102";"13";
930;1815;"102";"15";
930;1816;"98";;
930;1819;"117";"29 C";"168,2; 174 unten"
930;1820;"116";"29 A";
930;1825;"120";"37 Hügel 1";"Taf. 169,1"
930;1826;"120";"Hügel 2";"Taf. 169,4"
930;1827;"120";"Hügel 3";
930;1828;"120f.";"Hügel 1";
930;1830;"121";"Hügel 1";
930;1831;"121";"Hügel 2";
930;1832;"122";"Hügel 1";"Taf. 169,3"
930;1833;"122";"Hügel 2";
930;1837;"123";"46 A";
930;1838;"124";"46 A";
930;1839;"124f.";"Hügel 2";
930;1840;"125";"Hügel 2";
930;1842;"127";"Hügel 1";
930;1843;"127f.";"Hügel 2";"Taf. 169,2"
930;1844;"128";"Hügel 3";"Taf. 169,5"
930;1845;"130";"55";
930;1849;"153";"70 A";
930;1850;"154";"70 B";
930;1851;"154";"Hügel C";
930;1852;"154f.";"73 C";
930;1853;"158";"77, 6";
930;1856;"165";"83 B";
930;1857;"165";"83 C";
930;1859;"173";"95";
930;1866;"174";"Hügel 1";
930;1867;"174";"Hügel 2";
930;1868;"174";"Hügel 3";
930;1869;"175";"Hügel 13";
930;1870;"175";"Hügel 13";
930;1871;"175";"Hügel 19";
930;1872;"175";"Hügel 20";
930;1873;"175";"Hügel 21";
930;1874;"175";"Hügel 24";
930;1875;"176";"104 A";
930;1876;"176";"104 B Hügel 1";
930;1877;"176";"104 B Hügel 2";
930;1878;"177";"106 A Hügel 1";
930;1879;"177";"106 A Hügel 2";
930;1880;"177";"106 A Hügel 3";
930;1881;"177";"106 A Hügel 4";
930;1882;"177";"106 B Hügel 5";
930;1883;"177";"106 C Hügel 6";
930;1884;"177";"106 C Hügel 6";
930;1885;"178";"Hügel 1";
930;1886;"178";"Hügel 2";
930;1887;"178";"Brandgrab 1";"Abb. 45"
930;1888;"178";"Brandgrab 2";"Abb. 46"
930;1889;"179";"Grab 3";
930;1890;"179";"Grab 4";"Taf. 171,3"
930;1893;"182f.";"115 A Hügel 2";
930;1894;"183";"115 B";
930;1895;"183";"116 A Hügel 5";
930;1896;"184";"117 A Hügel 4";
930;1897;"184";"117 B Hügel 2";
930;1898;"184f.";"117 B Hügel 3";
930;1899;"185";"118 A Hügel 1";
930;1900;"185";"118 A Hügel 4";
930;1901;"185";"118 A Hügel 5";
930;1902;"186";"121 Hügel 1";
930;1903;"186";"121 Hügel 2";
930;1905;"188";"125 A";
930;1906;"190";"131 Hügel 1";
930;1907;"190";"131 Hügel 3";
930;1908;"190";"131 Hügel 4";
930;1909;"190";"131 Hügel 5";
930;1911;"191";"134 Hügel 1";
930;1912;"191";"134 Hügel 2";
930;1913;"192";"135 Hügel 1";
930;1914;"192";"136 Hügel 1";
930;1915;"192";"136 Hügel 2";
930;1916;"192";"136 Hügel 3";
930;1917;"192f.";"137 A";
930;2124;"122";"Hügel 3";
930;2125;"122";"Hügel 5";
930;2126;"122f.";"Grab 6";
930;2648;"159";"A";
930;2649;"161f.";"D Hügel 4";
930;2650;"159";"B Hügel 3";
930;2651;"159";"B Hügel 4";
930;2652;"159ff.";"B Hügel 5";"Taf. 170,6"
930;2809;"152f.";"Hügel 7";
930;2810;"153";"Hügel 8";
930;3008;"116";"27";
930;3009;"151f.";"67";
930;3010;"173";"97";
930;3011;"181";;
930;3039;"131f.";"Hügel 1";"Taf. 170,2"
930;3040;"132f.";"Hügel 2";"Abb. 30"
930;3041;"133ff.";"Hügel 3";"Abb. 31"
930;3042;"135";"Hügel 4";
930;3043;"136";"Hügel 7";
930;3044;"136f.";"Hügel 8";
930;3045;"138";"Hügel 10";
930;3046;"138f.";"Hügel 11";"Taf. 170,3"
930;3047;"1399f.";"Hügel 13";"Taf. 170,1"
930;3048;"140";"Hügel 15";
930;3058;"166";"Körpergrab 1";"Taf. 171,2"
930;3059;"166";"Brandgrab 1";"Taf. 171,l2"
930;3060;"167";"Brandgrab 2";"Taf. 171,2"
930;3061;"167";"Brandgrab 6";
930;3062;"167f.";"Körpergrab 3";"Taf. 171,2"
930;3063;"168";"Brandgrab 4";"Taf. 171,2"
930;3064;"168";"Körpergrab 4";
976;1097;"53ff.";"Hügel 1";"Abb. 23"
976;1174;"78ff.";"Hügel 1";"Abb. 37"
976;1214;"97ff.";"Hügel 10";"Abb. 65"
976;1217;"100f.";"Hügel 11";"Abb. 67"
976;1219;"101f.";"Hügel 12";"Abb. 69"
976;1257;"80ff.";"Hügel 2";"Abb. 39"
976;1294;"82f.";"Hügel 3";
976;1308;"83ff.";"Hügel 4";"Abb. 42"
976;1319;"86";"Hügel 5";"Abb. 46"
976;1327;"89";"Hügel 6";"Abb. 52"
976;1335;"90";"Hügel 7";
976;1338;"90ff.";"Hügel 8";"Abb. 54"
976;1339;"94ff.";"Hügel 9";"Abb. 60"
976;1370;"7ff.";;
976;2156;"53";"Hügel 2";
977;992;"139, A2";;
977;1002;"168, 1";;
977;1076;"167, B";;
977;1087;"37f.";;
977;1092;"227, A";"Hügel 1";
977;1099;"97";;
977;1108;"113, 4";"Hügel 1";
977;1120;"134, A2";;
977;1125;"141, A";;
977;1132;"163, 1";;
977;1137;"184";"1";
977;1138;"189, A";;
977;1140;"191";;
977;1141;"191";;
977;1144;"47";"Hügel 1";
977;1151;"53, 2";;
977;1163;"84";"B1";
977;1172;"61";;
977;1179;"175, B";;
977;1181;"189, B";;
977;1188;"208, A3";;
977;1189;"211, A1";"Hügel 1";
977;1198;"148f.";"B";
977;1201;"93, B";;
977;1205;"58";;
977;1206;"203, A";;
977;1211;"214, C";;
977;1215;"143";;
977;1224;"143";;
977;1225;"143";;
977;1232;"38, B";;
977;1245;"184, 2";;
977;1246;"189f., A";;
977;1253;"44, 2";;
977;1261;"211, A1";"Hügel 2";
977;1263;"58";;
977;1264;"109, 2";;
977;1267;"144";;
977;1269;"145";;
977;1272;"145";;
977;1273;"145";;
977;1276;"227, A";"Hügel 3";
977;1283;"134, A2";"Hügel 1";
977;1293;"86";"2";
977;1295;"212, A1";;
977;1298;"49, 1";;
977;1301;"134, A3";"Hügel 4";
977;1310;"209, C2";;
977;1311;"78, A2";;
977;1325;"63, 3";;
977;1329;"141";;
977;1351;"98, A1";;
977;3014;"162";"B";
977;3137;"212f.";"2";
979;2775;"39ff.";;
1008;115;"188";"Grab 1";
1008;116;"188-190";"Grab 2";"Taf. 2"
1008;1391;"191";"Grab 3";"Taf. 4"
1008;1392;"191-193";"Grab 4";"Taf. 3"
1008;1393;"193f.";"Grab 5";"Taf. 4"
1008;1394;"194";"Grab 6";"Taf. 4"
1008;1395;"194f.";"Grab 7";"Taf. 4"
1008;1396;"195-197";"Grab 8";"Taf. 5"
1008;1397;"197-199";"Grab 9-11";"Taf. 5"
1008;1398;"199";"Grab 12";"Taf. 5"
1008;1399;"199f.";"Grab 14";"Taf. 6"
1008;1400;"199";"Grab 13";"Taf. 13"
1008;1401;"200";"Grab 15";
1008;1402;"200-203";"Grab 16 und 19";"Taf. 6"
1008;1403;"203";"Grab 17";"Taf. 6"
1008;1404;"203f.";"Grab 18";"Taf. 7"
1008;1405;"204";"Grab 20";"Taf. 7"
1008;1406;"204f.";"21";"Taf. 8"
1008;1407;"205";"Grab 22";"Taf. 8"
1008;1408;"205";"Grab 23";"Taf. 8"
1008;1409;"205f.";"Grab 24";"Taf. 8"
1008;1410;"206";"Grab 25";"Taf. 8"
1008;1411;"206";"Grab 26";"Taf. 8"
1008;1412;"206";"Grab 27";"Taf. 8"
1008;1413;"206";"Grab 28";"Taf. 8"
1008;1414;"206";"Grab 29";
1008;1415;"206";"Grab 30";
1008;1416;"206f.";"Grab 31";
1008;1417;"207";"Grab 32";
1008;1418;"207";"Grab 33";
1008;1419;"207";"Grab 34";"Taf. 8"
1008;1420;"207";"Grab 35";"Taf. 8"
1008;1421;"207";"Grab 36";
1008;1422;"207f.";"Grab 207";"Taf. 8"
1008;1423;"208";"Grab 38";"Taf. 8"
1008;1424;"208";"Grab 39";
1008;1425;"208";"Grab 40";"Taf. 9"
1008;1426;"208f.";"Grab 41";"Taf. 9"
1008;1427;"209";"Grab 42";
1008;1428;"209";"Grab 43";"Taf. 9"
1008;1429;"209";"Grab 45";
1008;1430;"209f.";"Grab 47";"Taf. 9"
1008;1431;"210";"Grab 48";
1008;1432;"212-218";"[Ohne Bezeichnung]";"Taf. 10-12"
1008;1434;"218-220";"Grab 1";"Taf. 16"
1008;1435;"220f.";"Grab 2";"Taf. 16"
1008;1436;"223-224";"Grab 3";"Taf. 16"
1008;1437;"223f.";"Grab 4";"Taf. 16"
1008;1438;"224-227";"Grab 5";"Taf. 15; 17"
1008;1439;"227f.";"Grab 6";"Taf. 18"
1008;1440;"228";"Grab 7";"Taf. 18"
1008;1441;"228f.";"Grab 8";"Taf. 19"
1008;1442;"229-231";"Grab 9";"Taf. 19"
1008;1443;"231f.";"Grab 10";"Taf. 19"
1008;1444;"232f.";"Grab 11";"Taf. 19"
1008;1445;"233";"Grab 12";"Taf. 19"
1008;1446;"233";"Grab 13";"Taf. 19"
1008;1447;"233f.";"Grab 14";
1008;1448;"234";"Grab 15";
1008;1449;;;
1008;1450;"234f.";"Grab 1";"Taf. 21"
1008;1451;"235f.";"Grab 3";
1008;1452;"236-239";"Grab 4";"Taf. 20"
1008;1453;"239";"Grab 5";"Taf. 20"
1008;1454;"239";"Grab 7";"Taf. 22"
1008;1455;"239f.";"Grab 8";"Taf. 22"
1008;1457;"240";"Grab 10";
1008;1458;"240f.";"Hirschaid, Lkr. Bamberg";"Taf. 23"
1008;1459;"241-245";"Grab 54";"Taf. 24f."
1008;1460;"245";"Grab 54 Brandbestattung";
1008;1461;"245";"Grab 55";"Taf. 27"
1008;1462;"249f.";"Grab 59";"Taf. 24"
1008;1463;"245-247";"Grab 57";"Taf. 27"
1008;1464;"247-249";"Grab 58";"Taf. 58"
1008;1465;"250f.";"Grab 60";"Taf 29"
1008;1466;"252-253";"Grab 1";"Taf. 32"
1008;1467;"253";"Grab 2";"Taf. 32"
1008;1468;"253f.";"Grab 3";"Taf. 32"
1008;1469;"254";"Grab 4";"Taf. 32"
1008;1470;"254f.";"Grab 5";"Taf. 30"
1008;1471;"255f.";"Grab 6";"Taf. 32"
1008;1472;"256f.";"Grab 7";"Taf. 33"
1008;1473;"257";"Grab 8";"Taf. 33"
1008;1474;"257";"Grab 9";"Taf. 31"
1008;1475;"258";"Grab 11";"Taf. 31"
1008;1476;"258";"Grab 12";
1008;1477;"258f.";"Grab 13";"Taf. 33"
1008;1478;"259f.";"Grab 14 u. 15";"Taf. 33"
1008;1479;"260f.";"Grab 16";"Taf. 30"
1008;1480;"261";"Grab 17";"Taf. 33"
1008;1481;"261";"Grab 18";
1008;1483;"261f.";"Grab 20";"Taf. 34"
1008;1484;"262";"Grab 21";"Taf. 34"
1008;1485;"262f.";"Grab 22";"Taf. 34"
1008;1486;"262f.";"Grab 23";
1008;1487;"263-265";"Grab 1";
1008;1488;"265";"Grab 2";"Taf. 37"
1008;1489;"265f.";"Grab 3";"Taf. 37"
1008;1490;"266";"Grab 4";
1008;1491;"266f.";"Grab 5";"Taf. 37"
1008;1492;"267";"Grab 6";"Taf. 36f."
1008;1493;"267-269";"Grab 7";"Taf. 37"
1008;1494;"269f.";"Grab 8";"Taf. 38"
1008;1496;"270f.";"Grab 9";"Taf. 36; 38"
1008;1497;"271";"Grab 10";
1008;1498;"271f.";"Grab 11";"Taf. 38"
1008;1499;"272f.";"Grab 12";"Taf. 38"
1008;1500;"273";"Grab 13";"Taf. 38"
1008;1501;"273";"Grab 14";"Taf. 39"
1008;1502;"273";"Grab 15";"Taf. 39"
1008;1503;"273f.";"Grab 16";"Taf. 39"
1008;1504;"274";"Grab 17";"Taf. 39"
1008;1505;"274";"Grab 18";"Taf. 39"
1008;1506;"274f.";"Grab 19";"Taf. 39"
1008;1507;"275";"Grab 20";"Taf. 40"
1008;1508;"275-277";"Grab 21";"Taf. 40"
1008;1509;"277";"Grab 22";"Taf. 40"
1008;1510;"277";"Grab 23";"Taf. 40"
1008;1511;"277f.";"Grab 24 (?) und 25";"Taf. 40"
1008;1512;"278f.";"Grab 26";"Taf. 40"
1008;1513;"279";"Grab 27";
1008;1514;"279";"Grab 28";"Taf. 40"
1008;3192;;;
1162;2148;"14ff.";"Hügel 1";"Taf. 2f."
1162;2149;"21";"Hügel 2";
1162;2150;"21ff.";"Hügel 3";"Taf. 9f."
1162;2151;"26";"Hügel 4";
1162;2152;"32ff.";"Hügel 1";"Taf. 18"
1162;2153;"34ff.";"Hügel 2";"Taf. 16f."
1162;2154;"40";"Hügel 3";"Taf. 16"
1162;2157;"45ff.";"Grab 1";"Taf. 29ff."
1162;2158;"61ff.";"Grab 2";"Taf. 45"
1162;2159;"68ff.";"Grab 1";"Taf. 51"
1162;2160;"75ff.";"Grab 4";"Taf. 59"
1162;2161;"84ff.";"Grab 5";"Taf. 68ff."
1162;2162;"92";"Grab 6";"Taf. 77"
1162;2163;"92ff.";"Grab 7";"Taf. 78ff."
1163;2647;"56";"Grab 33/1981";
1163;2770;"64";;"Abb. 6"
1231;2989;"205";"Grab 1";
1231;2990;"205";"Grab 2";
1231;2991;"205";"Körperflachgrab 6";
1322;3159;"84ff.";"Hügel 74";
1406;1136;;;
1406;1390;"42";;
1426;1366;"97ff.";;
1460;3193;"54ff.";;
1460;3194;"29";;
1460;3195;"30";"Skelettgrab 3/1927";
1460;3196;"30";"Skelettgrab 4/1927";
1460;3197;"31f.";"Brandgrab 27/1931";
1460;3198;"32";"Skelettgrab 31/1931";
1460;3199;"33";"Brandgrab 2/1935";
1460;3200;"34";"Brandgrab 5/1935";
1460;3201;"34";"Brandgrab 6, 1935";
1460;3202;"35";"Skelettgrab 9/1935";
1460;3203;"36";"Skelettgrab 12/1935";
1460;3204;"36";"Brandgrab 13/1936";
1460;3205;"37";"Brandgrab 14/1936";
1460;3206;"37";"Brandgrab 15/1936";
1460;3207;"38";"Brandgrab 33a/1939";
1460;3208;"38f.";"Brandgrab 36/1939";
1464;1136;;;
1464;2144;;;
1591;3114;"249ff.";"Grab 50/28";
1591;3115;"251ff.";"Grab 53/6";
1960;1138;;;
1960;1367;"60ff.";"Grab I";
1960;1368;"66";"Grab II";
1960;1369;"66";"Grab III";
1967;1372;;;"Beil. 1"
3694;1482;"261";"Grab 19";"Taf. 34"
4796;1299;"162ff.";"Hügel 4";"Abb. 53"
4796;1311;"260f.";"Hügel 42";"Abb. 4"
4796;1314;"168ff.";"Hügel 5";"Abb. 59"
4796;1330;"173ff.";"Hügel 7";"Abb. 65"
4796;1374;"264ff.";"Hügel 1";"Abb. 40"
4796;2857;"153ff.";"Hügel 1";"Abb. 45"
4796;2858;"157ff.";"Hügel 2";"Abb. 48"
4796;2859;"160ff.";"Hügel 3";"Abb. 50"
4796;2860;"172f";"Hügel 6";"Abb. 63"
4796;2861;"177ff.";"Hügel 9";"Abb. 70"
4796;2862;"181ff.";"Hügel 10";"Beil. 1"
4796;2863;"188ff.";"Hügel 11";"Abb. 77f."
4796;2864;"191ff.";"Hügel 11";"Beil. 1"
4796;2865;"194ff.";"Hügel 13";"Abb. 82"
4796;2866;"199";"Grab 8";"Abb. 83"
4796;2867;"201ff.";"Hügel 14";"Abb. 86"
4796;2868;"205ff.";"Hügel 15";"Abb. 90"
4796;2869;"209ff.";"Hügel 16";"Abb. 94"
4796;2870;"211ff.";"Grab 1";"Abb. 94"
4796;2871;"214ff.";"Grab 4";"Abb. 94"
4796;2872;"216f.";"Grab 5";"Abb. 94"
4796;2873;"217";"Grab 6";"Abb. 94"
4796;2874;"217ff.";"Hügel 17";"Abb. 102"
4796;2875;"219";"Grab 1";"Abb. 102"
4796;2876;"219f.";"Grab 2";"Abb. 104"
4796;2877;"221f.";"Grab 4";"Abb. 102"
4796;2878;"222";"Grab 5";"Abb. 102"
4796;2879;"222ff.";"Hügel 18";"Abb. 107"
4796;2880;"225f.";"Grab 3";"Abb. 107"
4796;2881;"226ff.";"Hügel 19";"Abb. 111"
4796;2882;"228f.";"Grab 2";"Abb. 111"
4796;2883;"229";"Grab 3";"Abb. 111"
4796;2884;"229ff.";"Hügel 20";"Abb. 115"
4796;2885;"231";"Grab 2";"Abb. 119"
4796;2886;"232ff.";"Hügel 21";"Abb. 120"
4796;2887;"234ff.";"Hügel 22";"Abb. 107"
4796;2888;"235";"Grab 2";"Abb. 107"
4796;2889;"236ff.";"Hügel 24";"Beil. 1"
4796;2890;"239f.";"Hügel 25";"Abb. 125"
4796;2891;"240ff.";"Hügel 26";"Abb. 107"
4796;2892;"242f.";"Hügel 27";"Abb. 128"
4796;2893;"244f.";"Hügel 28";"Beil. 1"
4796;2894;"245ff.";"Hügel 29";"Abb. 131"
4796;2895;"248f.";"Hügel 30";"Abb. 133"
4796;2896;"249f.";"Hügel 31";"Abb. 133"
4796;2897;"250ff.";"Hügel 32";"Abb. 136"
4796;2898;"253ff.";"Hügel 33";"Abb. 77"
4796;2899;"255f.";"Hügel 34";"Abb. 125"
4796;2900;"256ff.";"Hügel 35";"Abb. 77"
4796;2901;"258";"Hügel 37";"Abb. 128"
4796;2902;"258ff.";"Hügel 38";"Abb. 4"
4796;2903;"260";"Hügel 39";"Abb. 4"
4796;2904;"262";"Grab 1983/1";"Abb. 4"
4796;2905;"262f.";"Grab 1983/2";"Abb. 4"
4796;2906;"263";"Grab 1983/3";"Abb. 4"
4798;1637;"92; 99; 152f.";"Grab 1";"Taf. 141"
4798;1638;"153";"Grab 2";
4798;1639;"99; 153";"Grab 3";
4798;1640;"153";"Grab 4";
4798;1641;"154";"Grab 5";
4798;1642;"154";"Grab 6";
4798;1652;"154f.";"Grab 7";"Taf. 145; 146 oben"
4798;1653;"92; 155";"Grab 8";"Taf. 142 unten; Beil. 7"
4798;1654;"93; 155f.";"Grab 9";"Taf. 147"
4798;1655;"156";"Grab 10";"Taf. 190"
4798;1656;"92; 156ff.";"Grab 11";"Taf. 146 unten"
4798;1657;"158";"Grab 12";
4798;1658;"93; 158f.";"Grab 13";"Taf. 148f."
4798;1659;"159f.";"Grab 14";"Taf. 150"
4798;1660;"160";"Grab 16";
4798;1661;"93; 160f.";"Grab 17";"Taf. 151ff."
4798;1662;"161";"Grab 18";"Taf. 155 oben"
4798;1663;"161";"Grab 19";"Taf. 155f."
4798;1664;"93; 161";"Grab 20";"Taf. 157"
4798;1665;"161f.";"Grab 21";"Taf. 158"
4798;1666;"92; 162";"Grab 22";"Taf. 159"
4798;1667;"162f.";"Grab 23";"Taf. 160"
4798;1668;"163";"Grab 24";"Taf. 161"
4798;1669;"163";"Grab 25";"Taf. 162f."
4798;1670;"163f.";"Grab 26";"Taf. 164 oben"
4798;1671;"164";"Grab 27";"Taf. 164 unten"
4798;1672;"164";"Grab 28";"Taf 165 oben"
4798;1673;"164";"Grab 29";"Taf. 165 unten"
4798;1674;"165";"Grab 30";"Taf 166 unten"
4798;1675;"165";"Grab 31";"Taf. 166 oben"
4798;1676;"165f.";"Grab 32";"Taf. 167f."
4798;1677;"93; 166";"Grab 33";"Taf. 169 oben"
4798;1678;"92; 166";"Grab 34";"Taf. 169 unten"
4798;1679;"166";"Grab 35";"Taf. 170"
4798;1680;"167";"Grab 36";
4901;2961;;"Hügel 3";
5446;3053;;"86ff.";"Grab 14"
5446;3054;"89ff.";"Grab 33";"Abb. 2"
5446;3055;"91ff.";"Grab 37";"Abb. 2"
5938;1495;;;
5938;3162;"11ff.";"Hügel 11";
5938;3163;"11f.";"Hügel 25";
5938;3164;"13; 16";"Hügel 3";
6305;992;"236";"481, 2";
6305;1125;"236";"482 B";
6305;1137;"251";"556";
6305;1178;"692";;
6305;1181;"278";"684 B";
6305;1198;"251";"554 A";
6305;1245;"251f.";"556";
6305;1253;"183";;
6305;1264;"241";"498, 1b";
6305;1351;"225f.";"426";
6305;1924;"279";"690 A 1";
6305;1925;"278";"686, 1";
6305;1938;"261";"607 A";
6305;1976;"258";"589 Hügel A";
6305;1977;"258";"589 Hügel B";
6305;1978;"258";"589 Hügel C";
6305;1990;"246";"525";
6305;2003;"240";"498, 1b";
6305;2004;"240";"496, 1";
6305;2011;"236";"481, 1a";
6305;2012;"236";"481, 1b";
6305;2986;"145";"34 B";
6305;3004;"195";"283";
6305;3014;"284";"710 B";
6534;2454;"154ff.";"Hügel 1";
6534;2773;"157";"Grabhügel 3";"Abb. 4"
6534;2774;"158f.";"Grabhügel 24";"Abb. 6"
6534;2779;"159";"Grabhügel 25";"Abb. 7"
6534;2780;"159";"Grabhügel 28";"Abb. 8"
6534;2781;"159";"Grabhügel 29";"Abb. 9"
6534;2782;"159f.";"Grabhügel 31";"Abb. 10"
6534;2783;"160";"Grabhügel 32";"Abb. 11"
6534;2784;"160";"Grabhügel 33";"Abb. 12"
6534;2785;"160ff.";"Grabhügel 34";"Abb. 13"
6534;2786;"162";"Grabhügel 36";"Abb. 14"
6534;2787;"165ff.";"Grabhügel 10";"Abb. 15"
6534;2788;"167";"Grabhügel 1";"Abb. 16"
6534;2789;"169f.";"Grabhügel 7";
6534;2790;"170";"Grabhügel 9";"Abb. 19"
6534;2791;"170f.";"Grabhügel 10";"Abb. 20"
6534;2792;"172f.";"Grabhügel 1";"Abb. 21"
6534;2793;"173";"'Jaudesbühel'";"Abb. 23"
6534;2794;"176f.";"Grabhügel 1";"Abb. 25"
6534;2795;"177f.";"Grabhügel 2";
6534;2796;"179";"Hügel 1902";
6534;2797;"180";"Grabhügel 8";
6534;2798;"180";"Grabhügel 15";
6699;1495;;;
6781;10;"198f.";"Grab 1";"46"
6781;16;"200";"Grab 2";
6781;17;;"200ff.";
6781;18;"209-211";"Grab 12";"5; 58"
6781;19;"211-213";"Grab 13";"59"
6781;20;"214f.";"Grab 15";"62"
6781;21;"219-212";"Grab 22";"69f."
6781;22;"221-223";"Grab 23";"71"
6781;23;"223-225";"Grab 24";"72"
6781;24;"225-228";"26";"73"
6781;25;"228f.";"Grab 27";"27"
6781;26;"229-231";"Grab 28";"75; 76"
6781;27;"231-235";"29";"77"
6781;28;"235-237";"30";"78"
6781;29;"237-240";"Grab 31";"79"
6781;30;"240-243";"Grab 32";"80"
6781;31;"243-245";"Grab 33";"81"
6781;32;"246-248";"Grab 35";"82"
6781;33;"249-251";"Grab 36";"83"
6781;34;"251-253";"Grab 37";"84"
6781;35;"253-255";"Grab 38";"85"
6781;36;"259-261";"Grab 46";"91"
6781;37;"265-267";"Grab 51";"98f."
6781;38;"268-270";"Grab 52";"100"
6781;39;"271-274";"Grab 53";"101"
6781;40;"274-275";"Grab 54";"102"
6781;41;"276";"Grab 55";"103"
6781;42;"277-279";"Grab 57";"106"
6781;43;"281";"Grab 60";"108"
6781;44;"284";"Grab 64";
6781;46;"284-287";"Grab 65";"111-113"
6781;47;"287-292";"Grab 66";"114-117"
6781;48;"292-294";"Grab 67";"118"
6781;49;"295-298";"Grab 68";"119"
6781;50;"298-300";"Grab 69";"120"
6781;51;"300f.";"Grab 70";"121-123"
6781;52;"301-302";"Grab 71";"124"
6781;53;"302f.";"Grab 72";
6781;54;"303-307";"Grab 73";"125"
6781;55;"307f.";"Grab 74";"126"
6781;56;"308f.";"Grab 75";"127f."
6781;57;"309f.";"Grab 76";"129-131"
6781;58;"310f.";"Grab 77";"132"
6781;59;"311f.";"Grab 78";"133"
6781;60;"312";"Grab 79";"134"
6781;61;"312f.";"Grab 80";
6781;62;"313f.";"Grab 81";"135"
6781;63;"314f.";"Grab 82";"146"
6781;64;"315";"Grab 83";
6781;65;"316";"Grab 84";
6781;70;"205f.";"Grab 7";
6828;1163;"360";"1";
6828;1293;"365f.";"2";
6828;2005;"321f.";"100, Hügel A";
6828;2006;"322";"100, Hügel B";
6828;2111;"222f.";"7";"223"
6828;2112;"230f.";"34";"Abb. 61"
6828;2113;"317";"76";
6828;2114;"319";"84 A";
6828;2115;"319";"84 B";
6828;2116;"319";"85";
6828;2118;"341";"170 A";
6828;2516;"227f.";"25, 2";"Abb.60"
6828;2517;"233";"Grab 2";"Abb. 62"
6828;2518;"235";"Grab 3";"Abb. 64"
6828;2519;"235";"Grab 4";"Abb.64"
6828;2520;"235f.";"Grab 5; Grab 6";"Abb. 67f."
6828;2521;"236";"Grab 7";
6828;2522;"236";"Grab 8";
6828;2523;"244f.";"Grab 2";"Abb. 71"
6828;2525;"245f.";"Grab 6";"Abb. 72"
6828;2526;"246";"Grab 7";"Abb. 73"
6828;2527;"246f.";"Grab 8";"Abb. 74"
6828;2528;"247f.";"Grab 9";"Abb. 75"
6828;2529;"248";"Grab 10";"Abb. 76"
6828;2530;"249f.";"Grab 14";"Abb. 77"
6828;2532;"269ff.";"Grab 400";"Abb. 78"
6828;2533;"271";"Grab 401";"Abb. 81"
6828;2534;"272";"Grab 402";"Abb. 82"
6828;2535;"272ff.";"Grab 417";"Abb. 84"
6828;2537;"274";"Grab 478";"Abb. 85"
6828;2538;"274f.";"Grab 479";"Abb. 86"
6828;2539;"275";"Grab 480";"Abb. 88"
6828;2540;"275f.";"Grab 490";"Abb. 89"
